Date,Actual_Temp,Predicted_Temp,Error
2023-09-30,28.7,28.53595252879452,0.16404747120547825
2023-10-01,27.7,27.91144544617809,-0.21144544617808947
2023-10-02,27.7,29.30000907154564,-1.6000090715456423
2023-10-03,29.8,29.36825969450767,0.43174030549232967
2023-10-04,29.7,29.689846329854685,0.010153670145314209
2023-10-05,30.0,29.610302913323984,0.38969708667601566
2023-10-06,29.8,29.46786985823244,0.3321301417675606
2023-10-07,30.5,29.915544004015093,0.5844559959849072
2023-10-08,30.7,29.814296823167158,0.8857031768328412
2023-10-09,30.8,29.965849844228423,0.834150155771578
2023-10-10,31.3,29.786908219134727,1.513091780865274
2023-10-11,30.1,29.85133600994513,0.24866399005487239
2023-10-12,31.1,30.145676958719637,0.9543230412803645
2023-10-13,31.9,29.627029272651285,2.2729707273487136
2023-10-14,31.5,29.74825576715662,1.7517442328433788
2023-10-15,30.8,30.269525320453297,0.5304746795467032
2023-10-16,31.0,30.18335191399386,0.8166480860061398
2023-10-17,30.9,30.252954865306986,0.6470451346930126
2023-10-18,30.7,30.324374421008834,0.37562557899116555
2023-10-19,30.8,30.140239583501693,0.6597604164983082
2023-10-20,30.3,30.18685579982953,0.11314420017047055
2023-10-21,30.5,30.42322502464815,0.0767749753518494
2023-10-22,31.7,30.698236408955523,1.001763591044476
2023-10-23,31.5,29.850480094583197,1.6495199054168026
2023-10-24,31.2,30.896182036657468,0.3038179633425315
2023-10-25,31.0,30.58870135114544,0.4112986488545616
2023-10-26,30.0,29.844910069100273,0.15508993089972734
2023-10-27,30.2,29.392573944568912,0.8074260554310868
2023-10-28,30.1,29.902751159781268,0.1972488402187338
2023-10-29,30.6,29.14549404714635,1.4545059528536513
2023-10-30,31.0,30.199059915327506,0.8009400846724937
2023-10-31,30.5,29.91103721125352,0.5889627887464783
2023-11-01,30.4,29.776662700685463,0.6233372993145352
2023-11-02,30.4,30.417763362210117,-0.017763362210118316
2023-11-03,31.0,30.512360106431455,0.4876398935685451
2023-11-04,30.8,30.478638703715532,0.3213612962844685
2023-11-05,31.4,30.279238116552424,1.1207618834475745
2023-11-06,31.3,30.24473589306703,1.0552641069329702
2023-11-07,31.0,30.33222704128172,0.667772958718281
2023-11-08,30.0,30.9300741262513,-0.9300741262512986
2023-11-09,30.4,29.74269393479324,0.6573060652067575
2023-11-10,29.8,30.473166705807394,-0.6731667058073931
2023-11-11,30.8,30.426550650518966,0.37344934948103514
2023-11-12,31.1,30.417461873776702,0.6825381262232995
2023-11-13,30.4,30.88952528152718,-0.48952528152718244
2023-11-14,30.0,30.823769538534943,-0.8237695385349433
2023-11-15,29.2,29.651526333289237,-0.4515263332892374
2023-11-16,29.3,29.94835675194873,-0.6483567519487288
2023-11-17,29.3,29.89771367629324,-0.5977136762932389
2023-11-18,30.3,29.630653936549347,0.6693460634506536
2023-11-19,31.3,29.92387985497421,1.3761201450257907
2023-11-20,30.8,30.554089969166352,0.24591003083364882
2023-11-21,29.8,30.128564512247305,-0.3285645122473042
2023-11-22,29.7,30.176480400771123,-0.4764804007711234
2023-11-23,30.4,30.208822768744916,0.19117723125508235
2023-11-24,30.8,29.816174481708632,0.9838255182913684
2023-11-25,29.6,29.645879453730217,-0.0458794537302154
2023-11-26,30.2,28.284694908403537,1.915305091596462
2023-11-27,28.1,29.75099289163529,-1.650992891635287
2023-11-28,28.6,30.129110220660802,-1.529110220660801
2023-11-29,28.8,30.12721404692088,-1.3272140469208793
2023-11-30,29.3,29.353456766609675,-0.05345676660967413
2023-12-01,29.3,29.371384649304282,-0.07138464930428157
2023-12-02,30.3,29.40499633838749,0.8950036616125097
2023-12-03,29.9,29.561939632666185,0.3380603673338136
2023-12-04,30.5,29.613900914792595,0.8860990852074053
2023-12-05,29.9,29.67855641557107,0.22144358442892909
2023-12-06,28.1,29.902353657613045,-1.8023536576130432
2023-12-07,27.5,29.455384157843046,-1.9553841578430458
2023-12-08,28.3,29.419653143872104,-1.1196531438721031
2023-12-09,29.1,29.262919881999622,-0.16291988199962049
2023-12-10,29.3,29.084004591485574,0.2159954085144271
2023-12-11,29.4,29.60132557491854,-0.20132557491854186
2023-12-12,29.3,29.128346466082814,0.17165353391718696
2023-12-13,29.0,28.48417998019717,0.5158200198028311
2023-12-14,28.0,28.652001068439116,-0.652001068439116
2023-12-15,27.3,28.445617448211593,-1.145617448211592
2023-12-16,27.4,28.535209191798884,-1.1352091917988858
2023-12-17,27.4,28.34897653595276,-0.9489765359527631
2023-12-18,27.0,28.686289915464915,-1.686289915464915
2023-12-19,26.3,29.203855122090854,-2.903855122090853
2023-12-20,27.2,27.923328066648438,-0.7233280666484383
2023-12-21,29.3,28.867896805350917,0.4321031946490841
2023-12-22,29.6,29.06559386299883,0.5344061370011701
2023-12-23,29.4,28.30238628320631,1.0976137167936884
2023-12-24,29.1,29.124139778929326,-0.024139778929324507
2023-12-25,29.6,28.629870885616903,0.9701291143830986
2023-12-26,30.6,29.529027265884878,1.0709727341151236
2023-12-27,30.1,29.34153830408643,0.7584616959135708
2023-12-28,30.0,29.078700749625764,0.9212992503742363
2023-12-29,29.8,29.442463416556514,0.35753658344348693
2023-12-30,29.6,28.597591714592262,1.0024082854077392
2023-12-31,30.1,29.381145165102488,0.7188548348975132
2024-01-01,29.5,29.486816745072144,0.013183254927856325
2024-01-02,30.0,29.24913934562997,0.7508606543700296
2024-01-03,29.8,29.73346363455522,0.06653636544477948
2024-01-04,30.0,29.059547335556342,0.9404526644436579
2024-01-05,29.6,28.156601268070364,1.443398731929637
2024-01-06,29.2,29.31718625633635,-0.11718625633634971
2024-01-07,29.5,29.534741414783348,-0.03474141478334758
2024-01-08,29.7,29.476131419641007,0.22386858035899238
2024-01-09,28.2,29.685288592569968,-1.4852885925699688
2024-01-10,28.4,29.38235396440792,-0.9823539644079204
2024-01-11,28.7,29.644092450724333,-0.9440924507243338
2024-01-12,29.3,29.79822671567189,-0.4982267156718905
2024-01-13,29.7,29.95027652644262,-0.2502765264426223
2024-01-14,29.9,29.285790756432117,0.6142092435678812
2024-01-15,28.4,28.278136886501706,0.12186311349829282
2024-01-16,29.5,27.517980929482402,1.9820190705175982
2024-01-17,28.9,27.739454385235394,1.1605456147646045
2024-01-18,27.4,28.397305088608668,-0.9973050886086696
2024-01-19,28.8,27.854557924326933,0.9454420756730677
2024-01-20,28.8,28.851896381128594,-0.05189638112859285
2024-01-21,28.5,29.427073469620677,-0.9270734696206766
2024-01-22,29.9,28.16473475888424,1.7352652411157585
2024-01-23,27.4,29.332592062288384,-1.9325920622883856
2024-01-24,27.0,28.914239565212135,-1.9142395652121351
2024-01-25,27.4,28.66330987818878,-1.2633098781887817
2024-01-26,29.9,28.451429025489357,1.4485709745106412
2024-01-27,29.9,29.974804499605813,-0.07480449960581481
2024-01-28,31.2,29.288561368628173,1.9114386313718263
2024-01-29,30.7,30.10914685863614,0.5908531413638585
2024-01-30,30.6,30.295147192041835,0.3048528079581665
2024-01-31,31.4,29.547128317124017,1.852871682875982
2024-02-01,28.5,29.18962722177645,-0.6896272217764512
2024-02-02,28.8,30.118551581768884,-1.318551581768883
2024-02-03,31.1,30.02204860118133,1.0779513988186729
2024-02-04,33.1,31.11389380428421,1.9861061957157915
2024-02-05,33.6,31.436265852024725,2.1637341479752763
2024-02-06,34.6,31.21044952504956,3.3895504749504397
2024-02-07,33.8,31.74203240541499,2.0579675945850084
2024-02-08,32.9,31.60207292596565,1.297927074034348
2024-02-09,33.7,29.981061822874135,3.7189381771258674
2024-02-10,34.2,29.998524434446594,4.201475565553409
2024-02-11,32.9,30.167484463485664,2.7325155365143345
2024-02-12,33.1,30.708403153225177,2.3915968467748243
2024-02-13,33.8,31.236594590825533,2.5634054091744645
2024-02-14,32.7,31.424390562689304,1.275609437310699
2024-02-15,33.6,32.23971220334293,1.3602877966570688
2024-02-16,35.2,32.630827292489236,2.5691727075107664
2024-02-17,33.9,32.50687346821701,1.3931265317829897
2024-02-18,34.6,32.16419520463996,2.435804795360042
2024-02-19,33.9,32.413787386425206,1.4862126135747928
2024-02-20,33.7,31.84544209840723,1.8545579015927736
2024-02-21,31.5,31.9101874355765,-0.41018743557649984
2024-02-22,30.5,31.40339624915447,-0.9033962491544685
2024-02-23,31.2,31.36989302479077,-0.1698930247907704
2024-02-24,33.0,30.855232052160424,2.1447679478395756
2024-02-25,33.2,32.683318214218495,0.5166817857815076
2024-02-26,34.9,31.794939935750637,3.1050600642493613
2024-02-27,35.1,33.2758203649052,1.8241796350948007
2024-02-28,33.6,34.451184883687404,-0.8511848836874023
2024-02-29,35.1,33.86588311499869,1.2341168850013133
2024-03-01,35.8,33.753598361599224,2.0464016384007735
2024-03-02,34.5,33.203432845011015,1.2965671549889848
2024-03-03,31.1,32.474750414737656,-1.3747504147376546
2024-03-04,32.4,31.34815757322718,1.0518424267728186
2024-03-05,34.6,31.10828033665914,3.491719663340863
2024-03-06,34.9,31.85354522115528,3.046454778844719
2024-03-07,34.7,31.316282535176878,3.3837174648231247
2024-03-08,35.5,33.51520691442713,1.9847930855728677
2024-03-09,35.2,33.41030244779857,1.7896975522014316
2024-03-10,36.5,32.86399191148977,3.6360080885102306
2024-03-11,36.0,33.92892946335068,2.071070536649323
2024-03-12,37.2,34.263818419595054,2.9361815804049485
2024-03-13,35.4,34.24693854881549,1.1530614511845059
2024-03-14,35.2,33.312950008970525,1.8870499910294782
2024-03-15,35.1,33.497628789211646,1.6023712107883554
2024-03-16,35.6,33.57772007360062,2.022279926399385
2024-03-17,36.2,33.93103190242056,2.268968097579446
2024-03-18,35.1,34.897726607134274,0.20227339286572743
2024-03-19,34.9,35.08237740200536,-0.18237740200536479
2024-03-20,35.5,35.63940891204701,-0.1394089120470099
2024-03-21,36.3,35.44223880608684,0.8577611939131558
2024-03-22,36.4,35.28189023204575,1.1181097679542518
2024-03-23,36.6,35.40104348658567,1.1989565134143305
2024-03-24,37.6,36.64560681343815,0.9543931865618518
2024-03-25,37.8,37.284109825435195,0.5158901745648024
2024-03-26,38.3,36.91487397724079,1.3851260227592093
2024-03-27,39.5,36.93972385113537,2.560276148864631
2024-03-28,38.7,37.502348822203615,1.1976511777963879
2024-03-29,38.9,37.73825436350788,1.161745636492121
2024-03-30,38.2,37.93210863740708,0.2678913625929198
2024-03-31,38.4,38.22947891155541,0.17052108844458758
2024-04-01,39.0,38.50245818483679,0.49754181516320983
2024-04-02,39.1,37.281228574909,1.8187714250910005
2024-04-03,39.1,37.224574351137896,1.8754256488621053
2024-04-04,39.2,37.94169459556878,1.2583054044312263
2024-04-05,39.9,37.65447821989605,2.2455217801039495
2024-04-06,39.4,37.9015830393531,1.4984169606468996
2024-04-07,38.2,37.86793056364222,0.3320694363577843
2024-04-08,38.0,37.240373198158714,0.7596268018412857
2024-04-09,38.8,37.16843246759968,1.631567532400318
2024-04-10,38.8,37.41378899067002,1.3862110093299762
2024-04-11,39.1,37.83597289077519,1.2640271092248128
2024-04-12,38.3,37.71943458636987,0.5805654136301257
2024-04-13,37.9,37.24129107140135,0.6587089285986494
2024-04-14,39.2,36.542951437813784,2.657048562186219
2024-04-15,40.4,38.24556030053597,2.154439699464028
2024-04-16,39.5,40.37908980222788,-0.879089802227881
2024-04-17,40.7,39.83535079326215,0.8646492067378517
2024-04-18,40.3,39.30904454724737,0.9909554527526296
2024-04-19,40.2,38.97479344865323,1.2252065513467727
2024-04-20,38.9,39.25212347186478,-0.352123471864779
2024-04-21,38.2,38.52714684086862,-0.3271468408686147
2024-04-22,38.8,38.604274477222624,0.19572552277737287
2024-04-23,39.4,38.16497278032616,1.2350272196738388
2024-04-24,39.4,39.10350815446379,0.29649184553620955
2024-04-25,39.2,38.88948385477723,0.3105161452227705
2024-04-26,39.4,38.74018264195414,0.6598173580458564
2024-04-27,40.3,39.54360586252173,0.7563941374782672
2024-04-28,41.0,39.00169316575917,1.9983068342408288
2024-04-29,40.8,39.0711626490497,1.7288373509503003
2024-04-30,40.9,38.86114759609389,2.0388524039061053
2024-05-01,38.3,38.685779425849645,-0.3857794258496483
2024-05-02,38.8,37.96705177012316,0.832948229876834
2024-05-03,39.8,36.974822426851766,2.825177573148231
2024-05-04,39.0,37.652998356355354,1.3470016436446457
2024-05-05,39.2,37.89848025830747,1.3015197416925304
2024-05-06,37.9,37.945927095354214,-0.04592709535421591
2024-05-07,37.4,37.082614156810145,0.31738584318985374
2024-05-08,38.6,36.614879547075375,1.985120452924626
2024-05-09,36.5,37.33868708192143,-0.838687081921428
2024-05-10,36.9,37.240043419180296,-0.34004341918029724
2024-05-11,36.4,37.54264785327403,-1.1426478532740347
2024-05-12,36.1,38.068795480413534,-1.968795480413533
